review,rating,date,bank,source
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play
it's very nice app,5,2025-08-02,CBE,Google Play
Very easy to use,5,2025-08-02,CBE,Google Play
best and fast,5,2025-08-02,CBE,Google Play
The best one ever i've seen.,5,2025-08-01,CBE,Google Play
The sum is good.,5,2025-08-01,CBE,Google Play
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play
how updated this app,5,2025-07-29,CBE,Google Play
Time is Gold,5,2025-07-28,CBE,Google Play
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,Google Play
Mobeli.bank,5,2025-07-26,CBE,Google Play
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,Google Play
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play
Excellent App,4,2025-07-24,CBE,Google Play
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play
full of restrictions,1,2025-07-20,CBE,Google Play
The best one,5,2025-07-20,CBE,Google Play
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play
Really excellent,5,2025-07-19,CBE,Google Play
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play
very aazing,5,2025-07-18,CBE,Google Play
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play
simple to use and amazing,5,2025-07-17,CBE,Google Play
Best app ever,5,2025-07-17,CBE,Google Play
this app good,4,2025-07-17,CBE,Google Play
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-16,CBE,Google Play
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,Google Play
chala bodena,2,2025-07-15,CBE,Google Play
ebc app not work or unable to connect server,1,2025-07-15,CBE,Google Play
i love this app,5,2025-07-14,CBE,Google Play
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play
why can't I transfer money to telebirr?,4,2025-07-12,CBE,Google Play
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,Google Play
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,Google Play
"amzing app, so 10Q",5,2025-07-11,CBE,Google Play
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,Google Play
It is user friendly.,4,2025-07-10,CBE,Google Play
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,Google Play
option app mobile banking,5,2025-07-09,CBE,Google Play
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,Google Play
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,Google Play
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,Google Play
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,Google Play
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,Google Play
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05,CBE,Google Play
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,Google Play
it's good app.,5,2025-07-03,CBE,Google Play
It is fast and best service. Go a head!,5,2025-07-02,CBE,Google Play
"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,Google Play
it is best app,5,2025-07-02,CBE,Google Play
"The worst Bank, system and app ever in Ethiopia.",1,2025-07-02,CBE,Google Play
please update the security policy. we can't take a SCREENSHOTS!,3,2025-07-02,CBE,Google Play
very very good,4,2025-07-01,CBE,Google Play
"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,Google Play
its very nice app,5,2025-07-01,CBE,Google Play
fast and easy to use,3,2025-07-01,CBE,Google Play
I really like this application it's easy to use and reliable,5,2025-07-01,CBE,Google Play
best application but is not available strong security .,5,2025-07-01,CBE,Google Play
very good thanks for services,1,2025-06-30,CBE,Google Play
I like this app bcz of this is very simple and easy to use,5,2025-06-29,CBE,Google Play
this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,3,2025-06-29,CBE,Google Play
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-28,CBE,Google Play
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,Google Play
safe secure fast,5,2025-06-28,CBE,Google Play
best mobile banking app,5,2025-06-26,CBE,Google Play
this app has a problem,1,2025-06-26,CBE,Google Play
Best of all,5,2025-06-26,CBE,Google Play
excellent services,5,2025-06-26,CBE,Google Play
"I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.",1,2025-06-25,CBE,Google Play
best of all,5,2025-06-25,CBE,Google Play
"The most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete I'd rate less if i could.",1,2025-06-25,CBE,Google Play
for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,1,2025-06-25,CBE,Google Play
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,Google Play
Easy to use and clear.,5,2025-06-23,CBE,Google Play
Easy to use,4,2025-06-23,CBE,Google Play
super 🌟 start,5,2025-06-22,CBE,Google Play
It is so god,5,2025-06-21,CBE,Google Play
it's my life,5,2025-06-21,CBE,Google Play
SUFaa milikesaa,5,2025-06-19,CBE,Google Play
"Am not able to make screenshot,",1,2025-06-18,CBE,Google Play
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,Google Play
Is too good,5,2025-06-17,CBE,Google Play
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,Google Play
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,Google Play
"it makes my life easy, and I feel like it deserves a 4-star.",4,2025-06-16,CBE,Google Play
It's best app but Please add(included) water bill payment ?,4,2025-06-16,CBE,Google Play
the system works even from wherever I am abroad CBE☆☆☆☆☆,5,2025-06-15,CBE,Google Play
very nice to use this app,5,2025-06-14,CBE,Google Play
Good service and have lightly internet accessed,3,2025-06-14,CBE,Google Play
the best mobile banking ever in Ethiopia,5,2025-06-13,CBE,Google Play
good app fast,5,2025-06-13,CBE,Google Play
very good work cbe team well developed,5,2025-06-13,CBE,Google Play
Excellent and easy to access and uptodate.,5,2025-06-12,CBE,Google Play
Best mobile banking app in Ethiopian banking industry. Keep up CBE,5,2025-06-12,CBE,Google Play
it's very helpful app in any way in and out of the county of Ethiopia good luck,5,2025-06-12,CBE,Google Play
So bad now and hard to use,5,2025-06-09,CBE,Google Play
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,Google Play
very good app,1,2025-06-08,CBE,Google Play
Very amazing app indeed. I'm enjoying it,5,2025-06-08,CBE,Google Play
A great app. It's like carrying a bank in your pocket.,4,2025-06-07,CBE,Google Play
More than garrantty bank EBC.,4,2025-06-07,CBE,Google Play
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,Google Play
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,Google Play
what is this app problem???,1,2025-06-05,CBE,Google Play
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play
I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play
not functional,1,2025-06-05,CBE,Google Play
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play
Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play
